 -3	 2 153
 6	 -10 153
 4	 -17 153
 -10	 9 153
 -10	 10 153
 -1	 14 153
 4	 -15 153
 -11	 3 153
 2	 17 153
 1	 -9 153
 9	 -11 153
 -18	 5 153
 10	 -4 153
 5	 0 153
 16	 3 153
 14	 0 153
 12	 -9 153
 -14	 -9 153
 -6	 2 153
 7	 -9 153
 9	 -13 153
 -19	 0 153
 9	 -7 153
 -1	 8 153
 5	 1 153
 5	 -13 153
 10	 -8 153
 7	 5 153
 11	 1 153
 7	 9 153
 -3	 11 153
 -4	 -5 153
 10	 12 153
 0	 -2 153
 6	 -2 153
 -8	 13 153
 1	 16 153
 13	 3 153
 2	 -6 153
 -9	 -14 153
 11	 -4 153
 -1	 11 153
 -12	 13 153
 13	 11 153
 -7	 -1 153
 11	 5 153
 6	 -18 153
 4	 14 153
 -7	 16 153
 4	 -12 153
 -5	 11 153
 -1	 -15 153
 -13	 -12 153
 -9	 -10 153
 -6	 15 153
 3	 14 153
 -17	 3 153
 5	 -14 153
 13	 12 153
 5	 4 153
 7	 -16 153
 7	 14 153
 -6	 -16 153
 7	 -1 153
 -7	 -6 153
 9	 -1 153
 -3	 -6 153
 -13	 6 153
 10	 -6 153
 -9	 9 153
 11	 -8 153
 7	 3 153
 2	 18 153
 -15	 -11 153
 -6	 1 153
 2	 -14 153
 6	 -3 153
 -8	 -2 153
 7	 8 153
 -9	 11 153
 3	 12 153
 -2	 2 153
 14	 -1 153
 -11	 5 153
 -13	 1 153
 -10	 4 153
 -10	 -7 153
 4	 10 153
 3	 -4 153
 9	 6 153
 11	 8 153
 -11	 -5 153
 12	 4 153
 10	 6 153
 -5	 -1 153
 -15	 8 153
 1	 -8 153
 18	 -3 153
 4	 16 153
 -9	 -9 153
 6	 6 153
 12	 10 153
 4	 -7 153
 -2	 6 153
 -5	 12 153
 -10	 -15 153
 -2	 8 153
 -8	 8 153
 7	 -3 153
 14	 4 153
 -10	 2 153
 -8	 10 153
 -9	 1 153
 15	 2 153
 13	 -4 153
 -4	 4 153
 2	 6 153
 3	 3 153
 0	 2 153
 -3	 0 153
 -17	 -3 153
 -7	 17 153
 -5	 -18 153
 9	 13 153
 8	 -13 153
 -9	 -3 153
 13	 -3 153
 1	 -10 153
 -18	 4 153
 -7	 -8 153
 13	 -12 153
 -9	 -4 153
 2	 0 153
 -15	 7 153
 11	 -13 153
 -7	 0 153
 -3	 -9 153
 -4	 3 153
 11	 4 153
 3	 -8 153
 -2	 -9 153
 15	 -8 153
 -5	 16 153
 7	 12 153
 -16	 -8 153
 -6	 -1 153
 -1	 -14 153
 19	 0 153
 -5	 7 153
 1	 -7 153
 -6	 17 153
 15	 -9 153
 -13	 7 153
 -10	 -4 153
 -4	 -12 153
 -8	 -11 153
 9	 -10 153
 7	 -5 153
 8	 -8 153
 -2	 12 153
 -4	 5 153
 11	 13 153
 10	 -12 153
 -6	 -12 153
 12	 14 153
 -5	 5 153
 7	 -4 153
 -12	 -10 153
 -10	 14 153
 10	 0 153
 8	 5 153
 10	 -5 153
 -6	 13 153
 -2	 1 153
 -6	 9 153
 -17	 1 153
 -6	 -14 153
 -15	 0 153
 13	 2 153
 -1	 -7 153
 -3	 -12 153
 2	 -4 153
 12	 -8 153
 2	 16 153
 5	 -7 153
 -13	 11 153
 -10	 -14 153
 2	 -17 153
 16	 1 153
 -9	 -6 153
 1	 14 153
 -13	 -3 153
 12	 11 153
 -16	 0 153
 5	 13 153
 11	 -5 153
 -7	 2 153
 -6	 -9 153
 -6	 8 153
 -6	 12 153
 5	 -12 153
 8	 -5 153
 -15	 -8 153
 -12	 4 153
 -15	 -6 153
 -1	 6 153
 5	 -4 153
 12	 -10 153
 11	 -6 153
 -14	 -8 153
 15	 10 153
 -17	 -5 153
 8	 -6 153
 -11	 1 153
 15	 4 153
 1	 12 153
 5	 -8 153
 15	 0 153
 0	 8 153
 -4	 -7 153
 3	 15 153
 9	 -12 153
 -15	 10 153
 5	 2 153
 -18	 -3 153
 3	 13 153
 11	 -14 153
 9	 -4 153
 16	 6 153
 7	 7 153
 8	 -7 153
 -8	 15 153
 -9	 16 153
 -4	 18 153
 1	 -14 153
 -12	 -8 153
 5	 14 153
 -4	 0 153
 4	 -18 153
 -3	 13 153
 -16	 -4 153
 -14	 -7 153
 3	 5 153
 -10	 13 153
 8	 -4 153
 4	 -14 153
 5	 -3 153
 5	 12 153
 8	 -14 153
 -2	 15 153
 -13	 -6 153
 -9	 2 153
 18	 -4 153
 0	 -18 153
 11	 -10 153
 -12	 -12 153
 -14	 -11 153
 -15	 -2 153
 11	 -1 153
 6	 -6 153
 -1	 5 153
 12	 -2 153
 -14	 12 153
 2	 2 153
 0	 -7 153
 14	 -9 153
 1	 -5 153
 -17	 0 153
 -11	 -9 153
 -17	 -2 153
 0	 -5 153
 -4	 -2 153
 -15	 2 153
 -6	 11 153
 -3	 -2 153
 18	 0 153
 10	 8 153
 -3	 17 153
 18	 5 153
 -3	 15 153
 0	 -13 153
 8	 -1 153
 -9	 8 153
 7	 2 153
 -5	 -2 153
 -3	 10 153
 16	 -4 153
 -12	 -9 153
 3	 11 153
 3	 16 153
 16	 7 153
 -1	 -9 153
 18	 -2 153
 12	 5 153
 9	 11 153
 14	 -5 153
 -7	 -3 153
 13	 9 153
 10	 2 153
 -11	 2 153
 4	 -11 153
 -14	 -10 153
 8	 -3 153
 8	 -9 153
 -2	 4 153
 -1	 16 153
 -10	 12 153
 14	 -10 153
 -5	 -11 153
 6	 5 153
 -7	 -9 153
 9	 14 153
 -5	 -16 153
 -14	 3 153
 8	 6 153
 -9	 6 153
 6	 -14 153
 -2	 3 153
 11	 -2 153
 -14	 10 153
 4	 12 153
 -15	 -4 153
 2	 -1 153
 6	 11 153
 16	 -6 153
 -9	 -8 153
 12	 1 153
 -3	 -13 153
 -4	 16 153
 0	 14 153
 -6	 14 153
 4	 -5 153
 1	 -2 153
 -9	 -12 153
 3	 -7 153
 0	 -4 153
 -12	 11 153
 -4	 -3 153
 -2	 18 153
 5	 16 153
 -7	 5 153
 -1	 17 153
 2	 3 153
 14	 -6 153
 1	 10 153
 12	 -7 153
 11	 -7 153
 -2	 -10 153
 15	 -3 153
 1	 -3 153
 3	 6 153
 -11	 -2 153
 -4	 -17 153
 -2	 -17 153
 11	 -9 153
 -15	 6 153
 8	 0 153
 -11	 -1 153
 10	 -1 153
 6	 7 153
 4	 3 153
 3	 -15 153
 6	 1 153
 -5	 -9 153
 -12	 -2 153
 9	 3 153
 14	 10 153
 -1	 -10 153
 7	 -12 153
 10	 -2 153
 10	 7 153
 16	 -1 153
 0	 -3 153
 -11	 8 153
 6	 14 153
 13	 4 153
 -10	 7 153
 11	 10 153
 -11	 6 153
 14	 5 153
 -2	 -14 153
 17	 7 153
 15	 8 153
 -12	 -7 153
 0	 15 153
 1	 -13 153
 8	 15 153
 5	 8 153
 -13	 -2 153
 3	 -9 153
 0	 -16 153
 4	 -16 153
 7	 -15 153
 14	 7 153
 5	 -18 153
 -4	 11 153
 15	 -4 153
 -5	 -7 153
 2	 -2 153
 -13	 13 153
 -10	 -13 153
 -10	 3 153
 2	 -7 153
 1	 3 153
 -11	 9 153
 -7	 -2 153
 1	 1 153
 -15	 -7 153
 -7	 -7 153
 -1	 15 153
 6	 -9 153
 4	 0 153
 1	 -11 153
 5	 17 153
 -11	 -13 153
 -16	 -9 153
 9	 -14 153
 3	 8 153
 14	 -12 153
 9	 -16 153
 -8	 -9 153
 -11	 15 153
 -10	 0 153
 -1	 -11 153
 10	 -15 153
 12	 -1 153
 15	 3 153
 0	 -11 153
 8	 16 153
 17	 -1 153
 1	 13 153
 -3	 3 153
 12	 3 153
 18	 4 153
 14	 -8 153
 4	 17 153
 -12	 0 153
 -14	 6 153
 1	 -17 153
 -12	 -13 153
 -2	 -15 153
 13	 -10 153
 2	 -11 153
 12	 8 153
 -10	 -16 153
 9	 0 153
 -2	 -4 153
 12	 6 153
 4	 -3 153
 18	 2 153
 1	 8 153
 -1	 -6 153
 -4	 -14 153
 -10	 -6 153
 3	 0 153
 0	 5 153
 -15	 4 153
 8	 3 153
 3	 -13 153
 -11	 -4 153
 10	 9 153
 6	 -1 153
 -7	 -12 153
 -9	 0 153
 -11	 -12 153
 5	 -17 153
 -16	 8 153
 16	 10 153
 16	 -9 153
 18	 -6 153
 -5	 17 153
]
[ -5	 8 153
 10	 1 153
 -8	 4 153
 3	 -5 153
 7	 -13 153
 12	 -8 153
 3	 -7 153
 11	 -1 153
 -9	 12 153
 13	 -5 153
 13	 -8 153
 -8	 12 153
 5	 16 153
 -5	 12 153
 3	 2 153
 9	 2 153
 1	 3 153
 0	 13 153
 -11	 -13 153
 4	 -13 153
 15	 -9 153
 -8	 0 153
 3	 12 153
 2	 -16 153
 -9	 10 153
 0	 18 153
 -7	 11 153
 -1	 5 153
 -9	 -2 153
 -18	 3 153
 -5	 16 153
 -1	 -18 153
 -10	 -15 153
 -7	 14 153
 -7	 0 153
 6	 14 153
 3	 -14 153
 -2	 1 153
 8	 -2 153
 0	 -6 153
 -4	 12 153
 -4	 14 153
 -1	 12 153
 -8	 -7 153
 15	 -4 153
 -17	 -4 153
 -15	 11 153
 15	 -11 153
 8	 -12 153
 -7	 1 153
 -8	 11 153
 2	 10 153
 7	 6 153
 8	 11 153
 3	 -17 153
 2	 17 153
 -4	 -2 153
 10	 11 153
 -12	 12 153
 4	 15 153
 0	 0 153
 14	 3 153
 10	 -14 153
 -2	 0 153
 12	 -4 153
 -10	 -3 153
 -9	 13 153
 10	 -11 153
 -13	 -5 153
 -12	 8 153
 9	 -2 153
 2	 15 153
 -3	 -14 153
 -7	 -4 153
 16	 1 153
 5	 -1 153
 -1	 -16 153
 -16	 -7 153
 8	 -11 153
 -5	 9 153
 11	 15 153
 5	 7 153
 8	 4 153
 2	 16 153
 -8	 9 153
 5	 5 153
 -9	 -13 153
 -11	 -7 153
 -12	 -3 153
 8	 -1 153
 2	 -17 153
 -10	 1 153
 -13	 -9 153
 -2	 14 153
 10	 -4 153
 12	 10 153
 -5	 -3 153
 1	 5 153
 -14	 -5 153
 6	 -11 153
 17	 -4 153
 3	 -15 153
 11	 3 153
 -18	 1 153
 6	 18 153
 -1	 -2 153
 15	 -1 153
 9	 -1 153
 -3	 10 153
 11	 7 153
 6	 -8 153
 11	 14 153
 -14	 8 153
 -9	 2 153
 -16	 -2 153
 -15	 -9 153
 12	 -5 153
 13	 13 153
 -13	 8 153
 9	 9 153
 5	 13 153
 -1	 15 153
 9	 7 153
 -16	 1 153
 15	 1 153
 -12	 -4 153
 1	 -1 153
 4	 4 153
 7	 7 153
 -4	 0 153
 -2	 -18 153
 -4	 -15 153
 -1	 6 153
 2	 13 153
 18	 -3 153
 2	 -6 153
 -5	 -13 153
 10	 4 153
 -12	 4 153
 -3	 -5 153
 5	 -9 153
 -2	 17 153
 3	 14 153
 -18	 -2 153
 -7	 10 153
 7	 -6 153
 3	 16 153
 -11	 -8 153
 2	 -9 153
 6	 -2 153
 -3	 7 153
 -8	 -1 153
 -5	 0 153
 -4	 15 153
 0	 -10 153
 6	 -17 153
 6	 10 153
 -16	 -4 153
 10	 10 153
 -1	 -13 153
 3	 9 153
 -7	 17 153
 16	 -4 153
 3	 15 153
 6	 -13 153
 -10	 6 153
 6	 3 153
 4	 -14 153
 0	 -3 153
 -9	 -1 153
 -13	 -1 153
 -11	 -10 153
 -3	 18 153
 -2	 -7 153
 -17	 5 153
 -4	 -16 153
 -4	 -10 153
 -17	 -8 153
 1	 -13 153
 6	 -15 153
 7	 -2 153
 15	 5 153
 13	 1 153
 3	 -1 153
 14	 9 153
 1	 6 153
 7	 -17 153
 10	 -8 153
 11	 -3 153
 0	 15 153
 0	 1 153
 -5	 3 153
 5	 2 153
 18	 -1 153
 -18	 2 153
 -6	 -11 153
 -8	 -8 153
 10	 3 153
 17	 6 153
 16	 -10 153
 0	 -9 153
 -6	 -10 153
 -5	 4 153
 -9	 -11 153
 9	 -6 153
 8	 -10 153
 -3	 5 153
 16	 6 153
 5	 -5 153
 12	 -7 153
 0	 16 153
 13	 -11 153
 11	 11 153
 4	 -4 153
 6	 0 153
 4	 8 153
 -4	 -11 153
 4	 -10 153
 12	 -12 153
 -5	 -7 153
 6	 17 153
 0	 -16 153
 12	 -6 153
 1	 9 153
 -13	 10 153
 6	 -7 153
 0	 -12 153
 6	 -16 153
 12	 2 153
 11	 -12 153
 -3	 -10 153
 8	 -13 153
 -8	 15 153
 14	 -6 153
 -5	 -11 153
 -2	 -10 153
 3	 -12 153
 14	 10 153
 14	 -11 153
 11	 0 153
 -12	 -10 153
 -9	 14 153
 -8	 7 153
 9	 6 153
 3	 -3 153
 -4	 -13 153
 -1	 2 153
 -2	 -11 153
 3	 7 153
 18	 1 153
 -4	 6 153
 4	 -2 153
 5	 -3 153
 -14	 10 153
 2	 -7 153
 4	 -6 153
 14	 -2 153
 10	 -7 153
 2	 3 153
 -5	 -2 153
 -16	 -3 153
 -9	 -9 153
 11	 -6 153
 -15	 -7 153
 -12	 6 153
 7	 1 153
 8	 2 153
 -7	 -2 153
 -6	 -14 153
 10	 -13 153
 -12	 2 153
 -1	 -12 153
 7	 -4 153
 -14	 -6 153
 -2	 -14 153
 -10	 8 153
 5	 -16 153
 -7	 16 153
 16	 8 153
 0	 3 153
 -9	 7 153
 -2	 -6 153
 -6	 -17 153
 -4	 17 153
 -7	 8 153
 -3	 -18 153
 -13	 5 153
 14	 4 153
 -15	 5 153
 -6	 18 153
 14	 -3 153
 16	 0 153
 9	 13 153
 10	 -5 153
 16	 5 153
 -1	 4 153
 12	 -13 153
 13	 -9 153
 16	 2 153
 -15	 -1 153
 4	 6 153
 -10	 -9 153
 8	 7 153
 -14	 -2 153
 11	 -9 153
 4	 1 153
 -14	 -10 153
 7	 -5 153
 -11	 14 153
 12	 -11 153
 12	 -14 153
 -5	 7 153
 6	 15 153
 -11	 3 153
 -6	 -5 153
 -14	 -3 153
 17	 -3 153
 -7	 -14 153
 -3	 16 153
 -5	 15 153
 -8	 -6 153
 15	 -10 153
 -5	 13 153
 -2	 11 153
 -6	 -7 153
 14	 -9 153
 -5	 -6 153
 -13	 -8 153
 4	 12 153
 10	 -3 153
 16	 -3 153
 1	 -12 153
 13	 4 153
 -7	 -11 153
 -14	 2 153
 4	 -9 153
 2	 1 153
 5	 -11 153
 11	 6 153
 6	 13 153
 17	 -7 153
 2	 5 153
 -13	 -11 153
 -2	 16 153
 9	 -9 153
 11	 13 153
 -11	 -14 153
 10	 -2 153
 -17	 -1 153
 -7	 3 153
 5	 4 153
 -8	 -3 153
 -13	 7 153
 -4	 18 153
 -17	 6 153
 -9	 -10 153
 -6	 4 153
 2	 18 153
 -4	 -6 153
 4	 13 153
 -11	 13 153
 6	 -4 153
 -6	 -15 153
 13	 -7 153
 9	 5 153
 11	 -8 153
 5	 10 153
 -8	 -13 153
 -17	 2 153
 1	 -6 153
 -15	 -8 153
 4	 2 153
 3	 18 153
 -2	 13 153
 -3	 -8 153
 3	 -18 153
 9	 12 153
 -8	 16 153
 -10	 -12 153
 0	 9 153
 11	 2 153
 -12	 13 153
 0	 7 153
 -6	 -1 153
 -9	 5 153
 7	 -14 153
 17	 4 153
 5	 15 153
 9	 4 153
 -9	 9 153
 2	 -5 153
 -1	 -8 153
 -6	 6 153
 12	 12 153
 12	 7 153
 -4	 -1 153
 -7	 2 153
 14	 8 153
 -16	 -10 153
 -8	 10 153
 -15	 7 153
 13	 10 153
 -11	 -15 153
 11	 10 153
 13	 11 153
 13	 5 153
 -10	 -8 153
 8	 -15 153
 2	 -1 153
 -6	 -9 153
 -3	 -4 153
 7	 9 153
 13	 -1 153
 3	 13 153
 1	 -5 153
 15	 11 153
 -14	 7 153
 -4	 1 153
 -10	 4 153
 -8	 -10 153
 0	 10 153
 0	 8 153
 8	 -6 153
 3	 -16 153
 -15	 -6 153
 7	 -8 153
 2	 -3 153
 0	 -8 153
 -4	 10 153
 11	 1 153
 -1	 -7 153
 -6	 -2 153
 5	 -4 153
 2	 -15 153
 9	 -5 153
 -12	 1 153
 -13	 9 153
 -3	 -1 153
 4	 -11 153
 7	 -7 153
 -15	 -10 153
 -5	 10 153
 10	 -16 153
 6	 -18 153
 17	 1 153
 2	 -12 153
 10	 -9 153
 -11	 10 153
 -11	 5 153
 2	 -8 153
 7	 4 153
 3	 17 153
 -12	 7 153
 -8	 2 153
 1	 -4 153
 7	 -3 153
 -13	 12 153
 0	 14 153
 13	 0 153
 9	 15 153
 -12	 -2 153
 -4	 -18 153
 15	 2 153
 -14	 3 153
 14	 6 153
 0	 -14 153
 -5	 2 153
 -9	 -6 153
 -18	 0 153
 -10	 -1 153
 7	 15 153
 -16	 7 153
 5	 18 153
 2	 -18 153
 -8	 -9 153
 4	 0 153
 -5	 -14 153
 16	 -7 153
 -13	 -10 153
 17	 3 153
 -10	 -4 153
 -3	 -17 153
 -5	 18 153
 -11	 -1 153
 -9	 -16 153
 3	 -9 153
 -2	 -12 153
 14	 7 153
 8	 -14 153
 15	 10 153
 12	 -1 153
 13	 6 153
 7	 3 153
 4	 -12 153
 17	 -1 153
 -5	 -12 153
 2	 14 153
 5	 -2 153
 -10	 -11 153
 8	 0 153
 1	 -8 153
 7	 0 153
 -1	 -5 153
 -9	 1 153
 1	 4 153
 18	 -6 153
 5	 -17 153
 -14	 6 153
 11	 -11 153
 -2	 2 153
 1	 -10 153
 -16	 3 153
 18	 5 153
 -10	 16 153
 -12	 0 153
 2	 9 153
 15	 4 153
 14	 -7 153
 7	 10 153
 11	 9 153
]
[ 11	 12 153
 -9	 -3 153
 16	 10 153
 -8	 1 153
 8	 8 153
 7	 -1 153
 -6	 14 153
 -7	 17 153
 7	 -10 153
 16	 -6 153
 1	 18 153
 -11	 6 153
 -12	 -8 153
 13	 7 153
 14	 5 153
 1	 -16 153
 -15	 -11 153
 -4	 -12 153
 3	 15 153
 18	 -2 153
 -3	 1 153
 10	 5 153
 2	 4 153
 11	 -14 153
 7	 -11 153
 7	 12 153
 2	 -6 153
 7	 2 153
 12	 1 153
 -1	 15 153
 -11	 9 153
 12	 -2 153
 3	 -2 153
 9	 14 153
 14	 -12 153
 2	 -14 153
 -7	 -1 153
 -4	 -3 153
 -5	 -16 153
 15	 9 153
 2	 -10 153
 -8	 14 153
 13	 -6 153
 5	 -11 153
 5	 2 153
 -1	 2 153
 0	 12 153
 12	 0 153
 14	 10 153
 10	 -2 153
 10	 -8 153
 -9	 -10 153
 6	 2 153
 -15	 -7 153
 -12	 7 153
 5	 -12 153
 -13	 -3 153
 -6	 17 153
 -13	 8 153
 0	 8 153
 7	 14 153
 -5	 17 153
 -8	 6 153
 -15	 9 153
 6	 10 153
 0	 -7 153
 3	 13 153
 12	 13 153
 15	 -1 153
 5	 -8 153
 1	 16 153
 -9	 8 153
 11	 6 153
 -13	 -4 153
 5	 0 153
 -7	 -14 153
 -1	 13 153
 4	 16 153
 10	 -7 153
 -2	 15 153
 -15	 0 153
 -10	 -6 153
 -8	 13 153
 16	 -2 153
 -1	 4 153
 -5	 11 153
 1	 9 153
 -2	 10 153
 -5	 -10 153
 0	 2 153
 1	 -5 153
 10	 -14 153
 -3	 0 153
 7	 -15 153
 -10	 10 153
 -8	 -8 153
 -6	 12 153
 -7	 -7 153
 -17	 0 153
 -10	 5 153
 -4	 -11 153
 3	 -7 153
 -14	 4 153
 11	 -5 153
 8	 -6 153
 6	 1 153
 4	 17 153
 -8	 9 153
 -14	 -10 153
 5	 -6 153
 -15	 -4 153
 6	 -18 153
 -2	 -1 153
 14	 6 153
 8	 6 153
 9	 -4 153
 1	 -4 153
 3	 -8 153
 1	 2 153
 3	 -4 153
 -1	 17 153
 14	 -11 153
 3	 18 153
 14	 -5 153
 -15	 -5 153
 2	 -2 153
 6	 -4 153
 -10	 -13 153
 13	 -2 153
 -11	 -6 153
 -6	 15 153
 11	 -8 153
 -16	 6 153
 16	 -5 153
 -9	 16 153
 -2	 -8 153
 7	 13 153
 4	 -14 153
 9	 -3 153
 9	 -8 153
 8	 -4 153
 5	 3 153
 -7	 -12 153
 14	 12 153
 3	 -13 153
 13	 5 153
 -1	 3 153
 2	 2 153
 -19	 0 153
 -2	 -13 153
 10	 -11 153
 14	 -9 153
 -6	 10 153
 14	 3 153
 -11	 -3 153
 -3	 9 153
 4	 7 153
 8	 -7 153
 -9	 0 153
 12	 -7 153
 -9	 -7 153
 -2	 -9 153
 6	 7 153
 9	 -12 153
 -13	 -2 153
 -1	 -1 153
 -3	 -7 153
 7	 -5 153
 -7	 9 153
 10	 -3 153
 4	 -5 153
 1	 12 153
 -14	 -5 153
 -3	 -2 153
 -13	 5 153
 -10	 13 153
 8	 -11 153
 6	 14 153
 3	 -15 153
 -4	 3 153
 -18	 1 153
 10	 3 153
 -13	 6 153
 -18	 -1 153
 0	 -13 153
 1	 7 153
 -3	 -12 153
 3	 4 153
 5	 1 153
 -6	 -7 153
 -6	 3 153
 -11	 12 153
 -13	 2 153
 13	 11 153
 -11	 8 153
 14	 -10 153
 -6	 0 153
 11	 -3 153
 -12	 3 153
 -7	 -2 153
 -18	 -4 153
 2	 8 153
 -4	 -2 153
 -7	 -15 153
 -7	 -10 153
 -12	 -11 153
 -3	 -4 153
 15	 -4 153
 2	 -17 153
 1	 14 153
 -12	 -13 153
 17	 2 153
 -1	 -8 153
 15	 3 153
 -7	 -6 153
 -6	 -3 153
 4	 13 153
 -15	 2 153
 6	 -9 153
 7	 -12 153
 10	 -4 153
 -7	 -4 153
 -12	 12 153
 11	 -9 153
 0	 -16 153
 5	 -3 153
 12	 9 153
 1	 10 153
 -18	 2 153
 1	 -13 153
 -16	 -8 153
 13	 -4 153
 12	 6 153
 10	 -1 153
 5	 12 153
 12	 -13 153
 -9	 11 153
 -16	 10 153
 -3	 15 153
 -1	 -15 153
 -5	 1 153
 -8	 -5 153
 -7	 6 153
 4	 -1 153
 -10	 3 153
 -8	 -11 153
 5	 9 153
 12	 14 153
 -2	 18 153
 7	 7 153
 -10	 -2 153
 1	 -7 153
 10	 -6 153
 6	 3 153
 14	 -1 153
 1	 1 153
 0	 -5 153
 -5	 -1 153
 16	 -4 153
 -4	 9 153
 -8	 4 153
 2	 0 153
 10	 7 153
 10	 8 153
 -11	 -8 153
 -12	 -7 153
 17	 0 153
 -4	 7 153
 -6	 -4 153
 0	 -9 153
 9	 4 153
 -17	 6 153
 13	 0 153
 1	 -9 153
 17	 7 153
 -7	 12 153
 3	 -6 153
 16	 7 153
 6	 -12 153
 3	 -11 153
 -16	 5 153
 13	 -9 153
 5	 -13 153
 8	 -5 153
 6	 -3 153
 12	 -9 153
 2	 -11 153
 -14	 9 153
 8	 -16 153
 16	 2 153
 -1	 -10 153
 -4	 -14 153
 -15	 6 153
 15	 -9 153
 -4	 -5 153
 1	 17 153
 1	 -17 153
 -10	 4 153
 9	 7 153
 18	 2 153
 -6	 8 153
 -17	 -3 153
 -2	 -11 153
 -3	 16 153
 -8	 16 153
 8	 -9 153
 -6	 -1 153
 -4	 -8 153
 15	 8 153
 4	 -17 153
 -4	 -9 153
 11	 4 153
 1	 -3 153
 7	 17 153
 -12	 9 153
 13	 -11 153
 -6	 -8 153
 10	 13 153
 16	 5 153
 8	 3 153
 -6	 9 153
 0	 -19 153
 -8	 8 153
 12	 -3 153
 0	 -11 153
 -2	 -3 153
 -15	 -2 153
 -17	 -2 153
 -16	 8 153
 -3	 13 153
 -12	 11 153
 7	 -6 153
 6	 -5 153
 2	 -16 153
 10	 14 153
 -17	 1 153
 15	 6 153
 -6	 2 153
 13	 13 153
 4	 -3 153
 -9	 -12 153
 7	 -9 153
 8	 -2 153
 6	 -6 153
 1	 -11 153
 -4	 16 153
 12	 5 153
 12	 -6 153
 3	 0 153
 0	 -1 153
 -2	 16 153
 2	 18 153
 -4	 -18 153
 -8	 -12 153
 -9	 -11 153
 10	 9 153
 -6	 -11 153
 -1	 -9 153
 -8	 2 153
 -7	 -17 153
 -8	 5 153
 4	 -15 153
 -4	 0 153
 -4	 -17 153
 -2	 -6 153
 -11	 -9 153
 9	 -15 153
 -11	 7 153
 -16	 -6 153
 -7	 10 153
 11	 -7 153
 3	 -5 153
 7	 -16 153
 0	 11 153
 -14	 -2 153
 3	 10 153
 8	 13 153
 8	 1 153
 -11	 4 153
 -5	 8 153
 -2	 -17 153
 9	 6 153
 16	 -9 153
 -6	 16 153
 -10	 -10 153
 -13	 -9 153
 10	 2 153
 15	 -2 153
 1	 13 153
 -9	 6 153
 -14	 -9 153
 7	 -13 153
 -12	 -4 153
 -17	 3 153
 -3	 -16 153
 11	 -13 153
 -2	 -15 153
 -5	 -15 153
 -1	 8 153
 -11	 2 153
 -12	 2 153
 -10	 14 153
 -3	 17 153
 -11	 11 153
 -16	 -9 153
 -1	 -7 153
 -11	 -15 153
 -4	 4 153
 9	 -14 153
 5	 6 153
 16	 4 153
 12	 -12 153
 6	 -16 153
 1	 -12 153
 18	 0 153
 0	 6 153
 -4	 8 153
 3	 16 153
 -14	 7 153
 17	 -4 153
 10	 12 153
 -8	 3 153
 4	 14 153
 6	 -15 153
 9	 -13 153
 -11	 15 153
 9	 -1 153
 5	 14 153
 -5	 -4 153
 14	 -8 153
 -14	 -8 153
 12	 2 153
 -8	 0 153
 5	 13 153
 6	 9 153
 -4	 11 153
 10	 15 153
 7	 -17 153
 7	 -3 153
 -5	 14 153
 -14	 5 153
 4	 1 153
 -3	 12 153
 -8	 -1 153
 15	 2 153
 4	 15 153
 11	 -4 153
 5	 -18 153
 -5	 3 153
 9	 1 153
 -14	 -11 153
 2	 12 153
 11	 3 153
 -1	 1 153
 -12	 -1 153
 -10	 -16 153
 3	 12 153
 -1	 -4 153
 5	 17 153
 -15	 1 153
 9	 -10 153
 6	 -1 153
 1	 8 153
 3	 14 153
 0	 5 153
 14	 1 153
 10	 11 153
 13	 -5 153
 3	 8 153
 -3	 -6 153
 -2	 -5 153
 -3	 3 153
 15	 -8 153
 6	 -2 153
 8	 -15 153
 6	 -10 153
 11	 -2 153
 4	 -16 153
 -12	 -10 153
 -5	 -13 153
 3	 9 153
 -15	 3 153
 14	 7 153
 14	 8 153
 6	 6 153
 6	 15 153
 -5	 -14 153
 -8	 -7 153
 -9	 -1 153
 11	 -12 153
 -10	 -1 153
 -13	 7 153
 17	 3 153
 18	 -4 153
 17	 5 153
 3	 2 153
 3	 -9 153
 4	 18 153
 -4	 18 153
 -8	 -15 153
 -5	 -11 153
 7	 10 153
 12	 12 153
 4	 -11 153
 17	 -6 153
 -9	 2 153
 -9	 15 153
 0	 4 153
 -2	 -16 153
 3	 -18 153
 -15	 8 153
 -14	 0 153
 8	 -3 153
 10	 1 153
 -11	 -11 153
 0	 -10 153
 14	 -7 153
 2	 15 153
 13	 8 153
 15	 5 153
]
[ -4	 12 153
 0	 -16 153
 12	 -5 153
 -12	 -9 153
 0	 12 153
 5	 -14 153
 -4	 -17 153
 5	 0 153
 10	 10 153
 4	 -7 153
 -9	 -15 153
 2	 -1 153
 17	 -1 153
 -6	 7 153
 -4	 -1 153
 -7	 9 153
 2	 -13 153
 15	 10 153
 4	 12 153
 -10	 15 153
 -7	 16 153
 -7	 -10 153
 -1	 1 153
 -13	 -12 153
 2	 9 153
 -12	 -3 153
 9	 11 153
 12	 -10 153
 7	 -14 153
 -11	 14 153
 2	 16 153
 13	 -11 153
 11	 11 153
 10	 5 153
 -3	 -5 153
 -7	 11 153
 14	 10 153
 7	 -7 153
 -1	 2 153
 13	 -10 153
 -16	 -3 153
 -13	 -7 153
 -6	 17 153
 -11	 1 153
 -8	 10 153
 11	 -3 153
 -6	 -7 153
 -1	 12 153
 15	 -5 153
 -2	 15 153
 -1	 9 153
 8	 -9 153
